MEAN_RR,MEDIAN_RR,SDRR,RMSSD,SDSD,SDRR_RMSSD,HR,pNN25,pNN50,SD1,SD2,KURT,SKEW,sampen,higuci,datasetId,condition
721.9018969,727.26728,74.72231522,12.36126389,12.36106934,6.04487663,84.1218683,4.933333333,0,8.743512886,105.310967,1.262958154,-0.70377881,2.097342416,1.243695691,2,no stress
843.5386334,844.40793,58.49942906,19.29888005,19.29879537,3.031234399,71.47864202,21,0.2,13.65086316,81.59669316,-0.445805949,-0.144911278,2.217274814,1.250055937,2,time pressure
958.5238675,966.671125,132.8491103,21.34271542,21.34265318,6.224564574,63.87429302,24.13333333,1.8,15.09657118,187.2695004,-0.666523081,-0.103724783,2.217135976,1.144942574,2,no stress
824.8386688,842.485905,117.8220935,11.77181445,11.77124759,10.00883034,74.33053116,4.733333333,0.533333333,8.326306746,166.4174392,-0.698096449,-0.145091939,2.106863247,1.142354989,2,no stress
756.7079327,747.94162,143.9684575,13.35774756,13.35638838,10.77789925,82.09204908,5.933333333,0.666666667,9.447544604,203.3828346,1.134110503,0.769517205,1.912191106,1.128098462,2,interruption
831.6322945,836.596795,62.0690417,12.57666666,12.57655704,4.935253783,72.56269707,4.533333333,0.266666667,8.895936552,87.3269385,-0.087276895,-0.226072011,2.177955782,1.202543315,2,time pressure
832.8948186,834.29,84.99920188,14.14780455,14.14725709,6.007942899,72.81695977,7.4,0,10.00695986,119.7897717,-0.30931124,-0.091205327,2.186654883,1.183979774,2,interruption
719.439761,717.521215,57.97135812,9.350848412,9.350506965,6.199582708,83.95128512,1.666666667,0.133333333,6.614013392,81.71665406,-0.403373203,-0.057077744,2.195558188,1.192360609,2,no stress
997.7111614,998.858135,80.21550941,22.11676825,22.11672922,3.626909162,60.53757046,26.86666667,1.933333333,15.64410826,112.3579894,-0.098171249,-0.116414964,2.197197893,1.224771948,2,interruption
751.3816016,760.687035,88.53625606,13.99952423,13.99840546,6.324233208,81.12549021,6.733333333,0.6,9.901670738,124.8170429,0.645685511,-0.6933321,2.071095767,1.139723732,2,no stress
751.8795085,759.246315,83.93318901,14.63198028,14.6317746,5.736283633,80.94982937,7.533333333,0.666666667,10.34967981,118.2473871,1.264575747,-0.770712037,2.018920419,1.148281114,2,no stress
805.6243052,807.941995,48.31818948,14.7547956,14.75476475,3.274744753,74.75022073,9.8,0,10.436676,67.53051654,0.080505793,-0.187162099,2.160850834,1.327101522,2,interruption
792.931869,802.310375,96.08825296,18.42345818,18.42331924,5.215538366,76.87240178,11.06666667,2.6,13.03160145,135.2630108,-0.028331295,-0.270022202,2.16701442,1.17588876,2,no stress
874.2663964,882.322615,76.30907014,15.730182,15.73018173,4.851124425,69.21939489,10.8,0.4,11.12663014,107.3421933,1.614421151,-0.972379083,2.018826652,1.214428196,2,no stress
898.2928684,883.406765,108.1994235,14.50760903,14.50638724,7.458115481,67.73252151,8.866666667,0.6,10.26098797,152.6726649,-0.061409345,0.568159886,2.133365073,1.133230142,2,no stress
920.7066547,862.19772,157.5893219,14.27727316,14.27717424,11.03777451,66.9228123,8.4,0.466666667,10.09885581,222.63603,-0.478441796,0.822565037,1.833432393,1.157990225,2,no stress
774.0552098,776.478915,67.84619185,15.90657251,15.90646358,4.265292968,78.13140762,11.93333333,0,11.25132183,95.28703613,-0.428695347,-0.188645849,2.202760888,1.302500342,2,interruption
795.7150919,795.54289,47.19847714,10.17415891,10.17415498,4.639054449,75.67454719,1.533333333,0,7.196614848,66.35963549,-0.415616864,-0.192580845,2.200164184,1.289473992,2,interruption
1016.950916,983.05022,389.3616283,16.45451732,16.44858067,23.66290184,68.41503922,11.46666667,1.533333333,11.63478443,550.5175628,-0.747343687,0.50988921,1.944647882,1.104571469,2,interruption
1014.008991,1011.8146,87.24816629,20.67254797,20.67190423,4.220484403,59.6217498,23.93333333,1.266666667,14.62212177,122.5180746,-0.195562222,-0.088141588,2.185633574,1.182649988,2,interruption
878.2778244,879.318975,58.44617848,10.91703293,10.91700141,5.35366879,68.6203091,3,0,7.722061894,82.29387169,-0.382081623,0.050953912,2.205994071,1.094015274,2,no stress
789.9917648,790.32494,53.02620939,12.09089519,12.09085711,4.385631382,76.29407138,2.466666667,0.133333333,8.552380222,74.50110441,-0.241103074,0.100201729,2.194312211,1.141962391,2,no stress
832.4414163,844.58239,75.63301902,13.23895525,13.23893899,5.712914469,72.75568068,5.933333333,0.133333333,9.364467627,106.5505226,1.660585709,-1.019411708,1.94652764,1.247402352,2,no stress
769.7515414,767.404645,54.25371558,9.345191483,9.345118042,5.805522089,78.33822181,0.666666667,0,6.610201576,76.44106582,0.100914072,0.075204228,2.174138878,1.180088554,2,interruption
656.8182494,656.670755,79.7570684,12.00865345,12.00858001,6.641632944,92.9963927,4.266666667,0.533333333,8.494182114,112.4732359,2.670399642,-0.854956588,1.888155762,1.153455993,2,no stress
837.1289586,838.706595,64.61394414,13.69330923,13.69329546,4.718650771,72.13301318,6.266666667,0.266666667,9.685853386,90.86312673,1.556252341,-0.558390586,2.128824276,1.267929223,2,time pressure
637.3974269,655.011835,140.1205153,14.74426031,14.7416452,9.503394025,98.82207981,7.4,1.266666667,10.42739599,197.8857929,3.650054983,0.901864723,1.828381933,1.18045039,2,no stress
566.1286475,523.22058,131.0475689,17.02562184,17.0253079,7.69707974,110.8415245,13.13333333,1.466666667,12.04272826,184.937566,1.193285164,1.289531802,1.616435879,1.297913203,2,interruption
786.5691481,780.772035,52.05645962,12.03379263,12.0337007,4.325856463,76.60761647,2.933333333,0,8.511951054,73.12521225,-0.250300433,0.483730348,2.16629234,1.136855887,2,no stress
750.5599786,746.765855,79.77925029,23.75363274,23.75362866,3.358612603,80.84972142,29.53333333,3.266666667,16.80195723,111.5668041,-0.723402035,0.171132954,2.220350506,1.215886138,2,interruption
789.8748425,794.410945,72.4141042,13.63518338,13.63514373,5.310827305,76.62997257,7,0.066666667,9.644720184,101.9538344,1.060773653,-0.111332645,2.130919772,1.127526846,2,no stress
904.9414868,903.815905,88.89745185,12.99241273,12.99241219,6.842258916,66.96686712,4.933333333,1,9.190088682,125.3836359,0.23547714,-0.033894981,2.178152115,1.147534229,2,no stress
728.8575863,723.57247,125.9043804,9.988963754,9.988356563,12.60434851,84.54271685,2.2,0.333333333,7.065191687,177.9154548,6.923848769,1.729870748,1.652490731,1.147898115,2,no stress
679.1318494,686.69155,83.76560813,16.02444142,16.02414904,5.227365245,90.06937102,8.266666667,2.066666667,11.33456579,117.918963,2.580997776,-1.224975573,1.90397166,1.192127903,2,no stress
783.4226989,788.909575,70.74521986,12.27972505,12.27967798,5.76114038,77.23717339,5.066666667,0,8.685941297,99.67109255,-0.314562474,-0.20381991,2.16987681,1.170040083,2,interruption
840.6901099,834.92243,73.21166147,14.03146212,14.03118379,5.217678732,71.91811856,5.8,0.533333333,9.924856253,103.0601377,2.187673286,0.315219642,2.021321171,1.286121826,2,time pressure
880.6378261,894.55608,103.9658968,15.13685614,15.13681936,6.868394321,69.21907997,8.8,0.666666667,10.70691957,146.6396169,0.358232214,-0.67870827,2.133688059,1.143731965,2,time pressure
785.7782845,790.971095,76.79373326,11.52721738,11.5267621,6.661948909,77.128743,3.666666667,0,8.153371705,108.2962486,-0.157897057,-0.286674503,2.177437647,1.141177486,2,no stress
831.4514763,839.958595,69.09723891,12.23767162,12.23766968,5.64627333,72.6801499,4.666666667,0,8.656227032,97.33409775,0.289535079,-0.185018948,2.098154116,1.210983655,2,no stress
788.3924065,759.334935,235.2790021,19.34123604,19.33770304,12.16463113,84.55637466,11.33333333,2.866666667,13.67838421,332.4534847,1.627942214,0.897332668,1.419014214,1.198194025,2,no stress
860.4668395,861.820615,50.49088685,13.91513307,13.91501293,3.628487531,69.97494466,6.933333333,0.2,9.842683637,70.72326979,-0.049670651,-0.203662349,2.181030856,1.257578875,2,no stress
794.4615846,799.884565,69.34767009,13.29408312,13.29408192,5.216431212,76.10843271,6.066666667,0,9.403472584,97.62055828,0.408327092,0.077216735,2.137330749,1.145748661,2,no stress
732.6712697,737.15832,60.49682449,9.951793612,9.951785354,6.07898705,82.4736094,1.666666667,0,7.039323307,85.26534744,-0.144567429,-0.256296365,2.177084527,1.158526053,2,no stress
1017.662003,1018.40595,98.75796342,21.49134223,21.49056541,4.595244092,59.53014815,24.33333333,2,15.20119582,138.8351336,-0.347590975,-0.038639717,2.206171756,1.148334175,2,no stress
883.0761375,887.536225,129.2674843,16.41324058,16.41305345,7.875805127,69.51269735,9.466666667,1.6,11.60965451,182.4428155,-0.190420202,-0.074335077,2.15049123,1.144053,2,no stress
730.1222202,730.17145,57.42521502,9.649900955,9.649892385,5.950860562,82.69338581,1.066666667,0,6.825781502,80.92415799,-0.377114747,0.024190286,2.207837062,1.158818559,2,no stress
